,Identifier,drop,count,ratio
0,D4_L-5C3R3,-,231,23.741007194244602
1,D1_L-3C2R1,-,111,11.408016443987668
2,D13_L-14C5R5,-,74,7.605344295991778
3,I1_L-3C3R1,-,42,4.316546762589928
4,D2_L-3C1R1,-,35,3.597122302158273
5,D3_L-2C1R3,-,24,2.466598150051387
6,D2_L-1C1R3,-,22,2.2610483042137717
7,D17_L-4C3R17,-,16,1.644398766700925
8,D15_L-16C3R3,-,13,1.3360739979445015
9,D10_L-7C2R6,-,12,1.2332990750256936
10,D11_L-7C2R7,-,11,1.1305241521068858
11,D9_L-2C1R9,-,10,1.027749229188078
12,D7_L-9C2R1,-,8,0.8221993833504625
13,D18_L-19C2R2,-,7,0.7194244604316548
14,D11_L-12C1R1,-,6,0.6166495375128468
15,D5_L-1R5,-,6,0.6166495375128468
16,D29_L-22C3R11,-,6,0.6166495375128468
17,D10_L-9C1R3,-,6,0.6166495375128468
18,I1_L-1R0,-,6,0.6166495375128468
19,D6_L-1R6,-,6,0.6166495375128468
20,D4_L-1R4,-,5,0.513874614594039
21,D8_L-9C1R1,-,5,0.513874614594039
22,D25_L-25C2R3,-,5,0.513874614594039
23,D6_L-5C1R3,-,5,0.513874614594039
24,D17_L-17C2R3,-,5,0.513874614594039
25,D8_L-1C1R9,-,5,0.513874614594039
26,D11_L-1R11,-,4,0.41109969167523125
27,D10_L-3C1R9,-,4,0.41109969167523125
28,D23_L-22C2R4,-,4,0.41109969167523125
29,D10_L-1R10,-,4,0.41109969167523125
30,D7_L-1R7,-,4,0.41109969167523125
31,D30_L-21C2R12,-,3,0.3083247687564234
32,D12_L-1R12,-,3,0.3083247687564234
33,D19_L-12C2R10,-,3,0.3083247687564234
34,D3_L-5C1R0,-,3,0.3083247687564234
35,D26_L-20C2R9,-,3,0.3083247687564234
36,D6_L-9C2R0,-,3,0.3083247687564234
37,D26_L-13C2R16,-,3,0.3083247687564234
38,D9_L-8C1R3,-,3,0.3083247687564234
39,D28_L-4C2R27,-,3,0.3083247687564234
40,D28_L-15C2R16,-,3,0.3083247687564234
41,D30_L-2C1R30,-,3,0.3083247687564234
42,D12_L-5C1R9,-,3,0.3083247687564234
43,D13_L-1R13,-,3,0.3083247687564234
44,D5_L-6R0,-,3,0.3083247687564234
45,D9_L-10R0,-,3,0.3083247687564234
46,D30_L-17C2R16,-,3,0.3083247687564234
47,D10_L-12C1R0,-,3,0.3083247687564234
48,D16_L-2C2R17,-,2,0.20554984583761562
49,D22_L-24C2R1,-,2,0.20554984583761562
50,D12_L-7C1R7,-,2,0.20554984583761562
51,D23_L-24C1R1,-,2,0.20554984583761562
52,D28_L-17C1R13,-,2,0.20554984583761562
53,D26_L-1C2R28,-,2,0.20554984583761562
54,D21_L-25C4R1,-,2,0.20554984583761562
55,D30_L-5C2R28,-,2,0.20554984583761562
56,D29_L-18C1R13,-,2,0.20554984583761562
57,D12_L-14C1R0,-,2,0.20554984583761562
58,D26_L-15C1R13,-,2,0.20554984583761562
59,D28_L-11C2R20,-,2,0.20554984583761562
60,D27_L-2C1R27,-,2,0.20554984583761562
61,D27_L-12C2R18,-,2,0.20554984583761562
62,D23_L-11C1R14,-,2,0.20554984583761562
63,D24_L-1R24,-,2,0.20554984583761562
