,Identifier,drop,count,ratio
0,D5_L-5C7R8,-,314,32.74244004171011
1,D1_L-2C1R1,-,119,12.408759124087592
2,D11_L-12C3R3,-,40,4.171011470281543
3,I1_L-2C2R1,-,31,3.232533889468196
4,D4_L-4C2R3,-,29,3.023983315954119
5,D21_L-5C5R22,-,23,2.398331595411887
6,D12_L-11C3R5,-,21,2.18978102189781
7,D11_L-3C3R12,-,18,1.8769551616266946
8,D6_L-7C1R1,-,16,1.6684045881126173
9,D2_L-3R0,-,13,1.3555787278415017
10,D6_L-5C2R4,-,13,1.3555787278415017
11,D10_L-5C2R8,-,12,1.251303441084463
12,D9_L-4C2R8,-,12,1.251303441084463
13,D6_L-2C1R6,-,8,0.8342022940563086
14,I1_L-1R0,-,8,0.8342022940563086
15,D3_L-4R0,-,7,0.7299270072992701
16,D2_L-1R2,-,7,0.7299270072992701
17,D4_L-5R0,-,6,0.6256517205422315
18,D15_L-14C3R5,-,6,0.6256517205422315
19,D12_L-2C2R13,-,6,0.6256517205422315
20,D16_L-12C3R8,-,6,0.6256517205422315
21,D8_L-9C1R1,-,5,0.5213764337851928
22,D5_L-7C1R0,-,5,0.5213764337851928
23,D3_L-3C1R2,-,5,0.5213764337851928
24,D27_L-20C3R11,-,5,0.5213764337851928
25,D4_L-1C1R5,-,5,0.5213764337851928
26,D3_L-1R3,-,4,0.4171011470281543
27,D13_L-2C2R14,-,4,0.4171011470281543
28,D29_L-26C2R6,-,4,0.4171011470281543
29,D20_L-5C3R19,-,4,0.4171011470281543
30,D30_L-31C2R2,-,3,0.31282586027111575
31,D13_L-6C2R10,-,3,0.31282586027111575
32,D18_L-10C2R11,-,3,0.31282586027111575
33,D11_L-5C1R8,-,3,0.31282586027111575
34,D24_L-17C2R10,-,3,0.31282586027111575
35,D10_L-7C1R5,-,3,0.31282586027111575
36,D8_L-3C1R7,-,3,0.31282586027111575
37,D11_L-7C1R6,-,3,0.31282586027111575
38,D12_L-13R0,-,3,0.31282586027111575
39,D21_L-13C2R11,-,3,0.31282586027111575
40,D10_L-10C1R2,-,3,0.31282586027111575
41,D24_L-26C2R1,-,3,0.31282586027111575
42,D21_L-19C2R5,-,2,0.20855057351407716
43,D17_L-18C1R1,-,2,0.20855057351407716
44,D14_L-14C2R3,-,2,0.20855057351407716
45,D12_L-4C1R10,-,2,0.20855057351407716
46,D19_L-14C2R8,-,2,0.20855057351407716
47,D8_L-1R8,-,2,0.20855057351407716
48,D28_L-11C3R21,-,2,0.20855057351407716
49,D7_L-1R7,-,2,0.20855057351407716
50,D7_L-11C3R0,-,2,0.20855057351407716
51,D10_L-14C3R0,-,2,0.20855057351407716
52,D19_L-4C2R18,-,2,0.20855057351407716
53,D14_L-2C1R14,-,2,0.20855057351407716
54,D26_L-12C3R18,-,2,0.20855057351407716
55,I2_L-1R0,-,2,0.20855057351407716
56,D9_L-1R9,-,2,0.20855057351407716
57,D10_L-1C1R11,-,2,0.20855057351407716
58,D22_L-2C1R22,-,2,0.20855057351407716
59,D25_L-26C1R1,-,2,0.20855057351407716
60,I2_L-3C2R0,-,2,0.20855057351407716
61,D27_L-28C1R1,-,2,0.20855057351407716
62,D9_L-10R0,-,2,0.20855057351407716
63,D28_L-2C2R29,-,2,0.20855057351407716
64,I2_L-1C2R2,-,2,0.20855057351407716
65,I2_L-1C1R1,-,2,0.20855057351407716
66,I2_L-2C1R0,-,2,0.20855057351407716
67,D2_L-2R1,-,2,0.20855057351407716
68,D22_L-5C2R20,-,2,0.20855057351407716
69,D18_L-7C1R13,-,2,0.20855057351407716
70,D19_L-7C1R14,-,2,0.20855057351407716
71,I2_L-2C2R1,-,2,0.20855057351407716
72,D21_L-16C1R7,-,1,0.10427528675703858
73,D19_L-11C1R10,-,1,0.10427528675703858
74,D15_L-1C4R19,-,1,0.10427528675703858
75,D29_L-9C2R23,-,1,0.10427528675703858
76,D27_L-7C2R23,-,1,0.10427528675703858
77,D21_L-9C1R14,-,1,0.10427528675703858
78,D30_L-18C1R14,-,1,0.10427528675703858
79,D20_L-21R0,-,1,0.10427528675703858
80,D28_L-18C1R12,-,1,0.10427528675703858
81,D16_L-2C1R16,-,1,0.10427528675703858
82,D7_L-5C1R4,-,1,0.10427528675703858
83,D27_L-11C2R19,-,1,0.10427528675703858
84,D15_L-10C1R7,-,1,0.10427528675703858
85,D29_L-18C1R13,-,1,0.10427528675703858
86,D19_L-9C1R12,-,1,0.10427528675703858
87,D22_L-16C1R8,-,1,0.10427528675703858
88,D27_L-4C1R25,-,1,0.10427528675703858
89,D20_L-9C1R13,-,1,0.10427528675703858
90,D16_L-16C1R2,-,1,0.10427528675703858
91,D26_L-3C1R25,-,1,0.10427528675703858
92,D28_L-15C1R15,-,1,0.10427528675703858
93,D16_L-19C2R0,-,1,0.10427528675703858
94,D19_L-20R0,-,1,0.10427528675703858
95,D17_L-7C1R12,-,1,0.10427528675703858
96,D24_L-19C1R7,-,1,0.10427528675703858
97,D27_L-1C1R28,-,1,0.10427528675703858
98,D14_L-15R0,-,1,0.10427528675703858
99,D22_L-14C1R10,-,1,0.10427528675703858
100,D13_L-9C1R6,-,1,0.10427528675703858
101,D16_L-7C1R11,-,1,0.10427528675703858
102,D23_L-12C1R13,-,1,0.10427528675703858
103,D22_L-18C1R6,-,1,0.10427528675703858
104,D20_L-1C1R21,-,1,0.10427528675703858
105,D13_L-14R0,-,1,0.10427528675703858
106,D30_L-26C1R6,-,1,0.10427528675703858
107,D18_L-19R0,-,1,0.10427528675703858
108,D21_L-7C1R16,-,1,0.10427528675703858
109,D29_L-2C1R29,-,1,0.10427528675703858
110,D29_L-32C2R0,-,1,0.10427528675703858
111,D22_L-12C1R12,-,1,0.10427528675703858
112,D12_L-6R7,-,1,0.10427528675703858
113,D24_L-12C1R14,-,1,0.10427528675703858
114,D21_L-22R0,-,1,0.10427528675703858
115,D17_L-11C1R8,-,1,0.10427528675703858
116,D30_L-14C2R19,-,1,0.10427528675703858
117,D29_L-14C2R18,-,1,0.10427528675703858
118,D23_L-1R23,-,1,0.10427528675703858
119,D26_L-28C1R0,-,1,0.10427528675703858
120,D29_L-22C1R9,-,1,0.10427528675703858
121,D15_L-8C1R9,-,1,0.10427528675703858
122,D20_L-14C1R8,-,1,0.10427528675703858
123,D16_L-14C1R4,-,1,0.10427528675703858
124,D18_L-13C1R7,-,1,0.10427528675703858
125,D7_L-7R1,-,1,0.10427528675703858
126,D25_L-19C1R8,-,1,0.10427528675703858
127,D18_L-3C1R17,-,1,0.10427528675703858
128,D25_L-1R25,-,1,0.10427528675703858
129,D19_L-1R19,-,1,0.10427528675703858
130,D15_L-16R0,-,1,0.10427528675703858
131,D17_L-1R17,-,1,0.10427528675703858
132,D29_L-11C1R20,-,1,0.10427528675703858
133,D18_L-1R18,-,1,0.10427528675703858
134,D28_L-21C1R9,-,1,0.10427528675703858
135,D22_L-23R0,-,1,0.10427528675703858
136,D13_L-13C1R2,-,1,0.10427528675703858
137,D19_L-19C1R2,-,1,0.10427528675703858
138,D13_L-11C1R4,-,1,0.10427528675703858
139,D24_L-1R24,-,1,0.10427528675703858
140,D13_L-3R11,-,1,0.10427528675703858
141,D11_L-8R4,-,1,0.10427528675703858
142,D26_L-1R26,-,1,0.10427528675703858
143,D16_L-3R14,-,1,0.10427528675703858
144,D12_L-7R6,-,1,0.10427528675703858
145,D28_L-25C1R5,-,1,0.10427528675703858
