,Identifier,drop,count,ratio
0,I1_L-2C1R0,-,246,25.651720542231494
1,D2_L-4C3R2,-,137,14.285714285714285
2,D6_L-5C3R5,-,95,9.906152241918665
3,D11_L-11C3R4,-,27,2.815432742440042
4,D17_L-17C4R5,-,22,2.2940563086548487
5,D5_L-6C1R1,-,17,1.7726798748696557
6,D9_L-9C2R3,-,16,1.6684045881126173
7,D4_L-2C2R5,-,14,1.4598540145985401
8,D14_L-5C3R13,-,13,1.3555787278415017
9,D4_L-4C1R2,-,11,1.1470281543274243
10,D11_L-6C2R8,-,10,1.0427528675703857
11,D21_L-13C3R12,-,10,1.0427528675703857
12,D18_L-21C4R2,-,9,0.9384775808133473
13,D1_L-2R0,-,9,0.9384775808133473
14,D25_L-16C3R13,-,8,0.8342022940563086
15,I1_L-1R0,-,8,0.8342022940563086
16,D12_L-2C2R13,-,7,0.7299270072992701
17,D20_L-21C2R2,-,7,0.7299270072992701
18,I1_L-1C1R1,-,6,0.6256517205422315
19,D1_L-1R1,-,6,0.6256517205422315
20,D4_L-5R0,-,5,0.5213764337851928
21,D6_L-7R0,-,4,0.4171011470281543
22,D27_L-26C2R4,-,4,0.4171011470281543
23,D3_L-4R0,-,4,0.4171011470281543
24,D6_L-1C1R7,-,4,0.4171011470281543
25,D5_L-1C1R6,-,4,0.4171011470281543
26,D17_L-6C2R14,-,4,0.4171011470281543
27,D15_L-8C2R10,-,4,0.4171011470281543
28,D8_L-3C1R7,-,3,0.31282586027111575
29,D19_L-10C2R12,-,3,0.31282586027111575
30,D8_L-1R8,-,3,0.31282586027111575
31,D21_L-8C2R16,-,3,0.31282586027111575
32,D22_L-20C2R5,-,3,0.31282586027111575
33,D13_L-12C2R4,-,3,0.31282586027111575
34,D26_L-24C2R5,-,3,0.31282586027111575
35,D13_L-15C2R1,-,3,0.31282586027111575
36,D11_L-12R0,-,3,0.31282586027111575
37,D7_L-3C1R6,-,3,0.31282586027111575
38,D7_L-9C1R0,-,3,0.31282586027111575
39,D12_L-5C1R9,-,3,0.31282586027111575
40,D19_L-4C2R18,-,3,0.31282586027111575
41,D9_L-6C1R5,-,3,0.31282586027111575
42,D7_L-1R7,-,3,0.31282586027111575
43,D3_L-1R3,-,3,0.31282586027111575
44,D30_L-20C2R13,-,3,0.31282586027111575
45,D29_L-2C2R30,-,3,0.31282586027111575
46,D9_L-11C1R0,-,3,0.31282586027111575
47,D28_L-30C2R1,-,3,0.31282586027111575
48,D22_L-24C2R1,-,3,0.31282586027111575
49,D10_L-6C1R6,-,2,0.20855057351407716
50,D17_L-2C2R18,-,2,0.20855057351407716
51,D9_L-1R9,-,2,0.20855057351407716
52,D10_L-1R10,-,2,0.20855057351407716
53,D10_L-11R0,-,2,0.20855057351407716
54,D11_L-1R11,-,2,0.20855057351407716
55,D12_L-13R0,-,2,0.20855057351407716
56,D22_L-10C1R14,-,2,0.20855057351407716
57,D8_L-9R0,-,2,0.20855057351407716
58,D26_L-21C1R7,-,2,0.20855057351407716
59,D24_L-12C1R14,-,2,0.20855057351407716
60,D28_L-16C1R14,-,2,0.20855057351407716
61,D22_L-3C1R21,-,2,0.20855057351407716
62,D19_L-12C1R9,-,2,0.20855057351407716
63,I2_L-2C1R0,-,2,0.20855057351407716
64,D17_L-8C1R11,-,2,0.20855057351407716
65,D25_L-12C1R15,-,2,0.20855057351407716
66,D30_L-22C1R10,-,2,0.20855057351407716
67,D25_L-7C2R21,-,2,0.20855057351407716
68,D18_L-12C1R8,-,2,0.20855057351407716
69,D3_L-2R2,-,2,0.20855057351407716
70,D6_L-6R1,-,2,0.20855057351407716
71,D20_L-8C1R14,-,2,0.20855057351407716
72,D30_L-15C2R18,-,2,0.20855057351407716
73,D23_L-19C1R6,-,1,0.10427528675703858
74,D14_L-1R14,-,1,0.10427528675703858
75,D25_L-25C1R2,-,1,0.10427528675703858
76,D24_L-19C1R7,-,1,0.10427528675703858
77,D17_L-10C1R9,-,1,0.10427528675703858
78,D27_L-23C1R6,-,1,0.10427528675703858
79,I2_L-4C5R2,-,1,0.10427528675703858
80,D16_L-10C1R8,-,1,0.10427528675703858
81,D25_L-21C1R6,-,1,0.10427528675703858
82,D23_L-2C1R23,-,1,0.10427528675703858
83,I2_L-1C1R1,-,1,0.10427528675703858
84,D25_L-4C1R23,-,1,0.10427528675703858
85,D3_L-3R1,-,1,0.10427528675703858
86,D23_L-10C1R15,-,1,0.10427528675703858
87,D18_L-5C1R15,-,1,0.10427528675703858
88,D29_L-16C1R15,-,1,0.10427528675703858
89,D19_L-14C1R7,-,1,0.10427528675703858
90,D24_L-21C1R5,-,1,0.10427528675703858
91,D5_L-4R2,-,1,0.10427528675703858
92,D22_L-16C1R8,-,1,0.10427528675703858
93,I2_L-1R0,-,1,0.10427528675703858
94,D20_L-3C1R19,-,1,0.10427528675703858
95,D28_L-18C1R12,-,1,0.10427528675703858
96,D23_L-16C1R9,-,1,0.10427528675703858
97,D15_L-17C1R0,-,1,0.10427528675703858
98,D18_L-14C1R6,-,1,0.10427528675703858
99,D20_L-1C1R21,-,1,0.10427528675703858
100,D29_L-30R0,-,1,0.10427528675703858
101,D27_L-17C1R12,-,1,0.10427528675703858
102,D20_L-18C1R4,-,1,0.10427528675703858
103,D24_L-24C1R2,-,1,0.10427528675703858
104,D16_L-20C3R0,-,1,0.10427528675703858
105,D11_L-7R5,-,1,0.10427528675703858
106,D15_L-1R15,-,1,0.10427528675703858
107,D13_L-1R13,-,1,0.10427528675703858
108,D27_L-1R27,-,1,0.10427528675703858
109,D30_L-30C1R2,-,1,0.10427528675703858
110,D17_L-18R0,-,1,0.10427528675703858
111,D21_L-1R21,-,1,0.10427528675703858
112,D14_L-8C1R8,-,1,0.10427528675703858
113,D10_L-3R8,-,1,0.10427528675703858
114,D18_L-1C1R19,-,1,0.10427528675703858
115,D29_L-28C1R3,-,1,0.10427528675703858
116,D28_L-23C1R7,-,1,0.10427528675703858
117,D14_L-15R0,-,1,0.10427528675703858
118,D24_L-25R0,-,1,0.10427528675703858
119,D22_L-1R22,-,1,0.10427528675703858
120,D9_L-3R7,-,1,0.10427528675703858
121,D24_L-2C1R24,-,1,0.10427528675703858
122,D21_L-22R0,-,1,0.10427528675703858
123,D11_L-2R10,-,1,0.10427528675703858
124,D23_L-25C1R0,-,1,0.10427528675703858
125,D7_L-7R1,-,1,0.10427528675703858
126,D15_L-15C1R2,-,1,0.10427528675703858
127,D12_L-3R10,-,1,0.10427528675703858
128,D19_L-1R19,-,1,0.10427528675703858
129,D25_L-26R0,-,1,0.10427528675703858
130,D12_L-12R1,-,1,0.10427528675703858
131,D26_L-1R26,-,1,0.10427528675703858
132,D9_L-2R8,-,1,0.10427528675703858
133,D26_L-4C1R24,-,1,0.10427528675703858
134,D30_L-32C1R0,-,1,0.10427528675703858
135,D5_L-3R3,-,1,0.10427528675703858
136,D7_L-6R2,-,1,0.10427528675703858
137,D5_L-2R4,-,1,0.10427528675703858
