,Identifier,drop,count,ratio
0,D4_L-6C5R4,-,491,51.52151101783841
1,I1_L-3C2R0,-,35,3.6726128016789086
2,D20_L-20C4R5,-,20,2.098635886673662
3,D22_L-12C5R16,-,20,2.098635886673662
4,D12_L-3C2R12,-,16,1.6789087093389297
5,D1_L-1R1,-,12,1.2591815320041972
6,D1_L-3C1R0,-,12,1.2591815320041972
7,D29_L-4C3R29,-,9,0.944386149003148
8,D10_L-5C2R8,-,8,0.8394543546694648
9,D3_L-2C1R3,-,8,0.8394543546694648
10,D27_L-27C3R4,-,8,0.8394543546694648
11,D21_L-17C3R8,-,8,0.8394543546694648
12,D2_L-3R0,-,8,0.8394543546694648
13,D13_L-10C3R7,-,8,0.8394543546694648
14,D23_L-27C5R2,-,7,0.7345225603357817
15,D19_L-5C3R18,-,7,0.7345225603357817
16,D6_L-7C1R1,-,7,0.7345225603357817
17,D29_L-24C3R9,-,6,0.6295907660020986
18,D7_L-8C1R1,-,6,0.6295907660020986
19,I1_L-1C1R1,-,6,0.6295907660020986
20,I1_L-1R0,-,6,0.6295907660020986
21,D26_L-9C4R22,-,5,0.5246589716684155
22,D6_L-1C2R8,-,5,0.5246589716684155
23,D2_L-1R2,-,5,0.5246589716684155
24,D30_L-30C2R3,-,5,0.5246589716684155
25,D30_L-17C3R17,-,5,0.5246589716684155
26,D12_L-13C1R1,-,5,0.5246589716684155
27,D15_L-16C2R2,-,4,0.4197271773347324
28,D8_L-1C1R9,-,4,0.4197271773347324
29,D5_L-3C1R4,-,4,0.4197271773347324
30,D5_L-1R5,-,4,0.4197271773347324
31,D11_L-2C1R11,-,4,0.4197271773347324
32,D25_L-4C2R24,-,3,0.3147953830010493
33,D7_L-6C1R3,-,3,0.3147953830010493
34,D23_L-17C2R9,-,3,0.3147953830010493
35,D15_L-9C2R9,-,3,0.3147953830010493
36,D27_L-23C2R7,-,3,0.3147953830010493
37,D23_L-21C2R5,-,3,0.3147953830010493
38,D3_L-4R0,-,3,0.3147953830010493
39,D7_L-1R7,-,3,0.3147953830010493
40,D28_L-19C2R12,-,3,0.3147953830010493
