,Identifier,drop,count,ratio
0,D2_L-3R0,-,75,7.455268389662027
1,D10_L-15C7R3,-,55,5.467196819085487
2,D6_L-3C2R6,-,53,5.2683896620278325
3,D2_L-2C2R3,-,43,4.274353876739562
4,D5_L-7C2R1,-,40,3.9761431411530817
5,D15_L-5C4R15,-,34,3.3797216699801194
6,D16_L-3C5R19,-,31,3.081510934393638
7,D7_L-7C2R3,-,29,2.8827037773359843
8,D1_L-3C1R0,-,23,2.286282306163022
9,I1_L-3C2R0,-,22,2.1868787276341948
10,D25_L-17C6R15,-,19,1.8886679920477136
11,D3_L-3C1R2,-,17,1.6898608349900597
12,D1_L-1R1,-,17,1.6898608349900597
13,D3_L-4R0,-,16,1.5904572564612325
14,D8_L-10C2R1,-,15,1.4910536779324055
15,D26_L-13C5R19,-,13,1.2922465208747516
16,D12_L-12C2R3,-,12,1.1928429423459244
17,D3_L-1C2R5,-,12,1.1928429423459244
18,D4_L-5R0,-,10,0.9940357852882704
19,D28_L-27C3R5,-,9,0.8946322067594433
20,D6_L-7R0,-,9,0.8946322067594433
21,I1_L-1R0,-,9,0.8946322067594433
22,D5_L-2C1R5,-,9,0.8946322067594433
23,D25_L-26C2R2,-,9,0.8946322067594433
24,I1_L-1C1R1,-,8,0.7952286282306162
25,D12_L-13R0,-,7,0.6958250497017893
26,D7_L-3C1R6,-,6,0.5964214711729622
27,D7_L-8R0,-,6,0.5964214711729622
28,D30_L-30C3R4,-,6,0.5964214711729622
29,D13_L-5C2R11,-,6,0.5964214711729622
30,D11_L-13C1R0,-,6,0.5964214711729622
31,D14_L-5C2R12,-,5,0.4970178926441352
32,D4_L-1R4,-,5,0.4970178926441352
33,D23_L-4C2R22,-,5,0.4970178926441352
34,D26_L-17C3R13,-,5,0.4970178926441352
35,D7_L-1R7,-,5,0.4970178926441352
36,D28_L-32C4R1,-,5,0.4970178926441352
37,D18_L-2C3R20,-,5,0.4970178926441352
38,D11_L-7C1R6,-,4,0.3976143141153081
39,D24_L-16C3R12,-,4,0.3976143141153081
40,D10_L-7C1R5,-,4,0.3976143141153081
41,D16_L-13C2R6,-,4,0.3976143141153081
42,D30_L-3C2R30,-,4,0.3976143141153081
43,D8_L-1R8,-,4,0.3976143141153081
44,D19_L-8C2R14,-,4,0.3976143141153081
45,D13_L-11C2R5,-,4,0.3976143141153081
46,D29_L-3C2R29,-,4,0.3976143141153081
47,D10_L-4C1R8,-,3,0.2982107355864811
48,D9_L-1R9,-,3,0.2982107355864811
49,D11_L-5C1R8,-,3,0.2982107355864811
50,D28_L-12C3R20,-,3,0.2982107355864811
51,D9_L-10R0,-,3,0.2982107355864811
52,D10_L-1R10,-,3,0.2982107355864811
53,D29_L-28C2R4,-,3,0.2982107355864811
54,D11_L-9C1R4,-,3,0.2982107355864811
55,D22_L-23C1R1,-,3,0.2982107355864811
56,D11_L-1R11,-,3,0.2982107355864811
57,D12_L-1R12,-,3,0.2982107355864811
58,D8_L-6C1R4,-,3,0.2982107355864811
59,D14_L-2C1R14,-,3,0.2982107355864811
60,D27_L-17C2R13,-,3,0.2982107355864811
61,D12_L-4C1R10,-,3,0.2982107355864811
62,D26_L-27C1R1,-,3,0.2982107355864811
63,D29_L-25C1R6,-,2,0.19880715705765406
64,D27_L-28C1R1,-,2,0.19880715705765406
65,D23_L-7C2R19,-,2,0.19880715705765406
66,D4_L-3R2,-,2,0.19880715705765406
67,D13_L-14R0,-,2,0.19880715705765406
68,D23_L-15C2R11,-,2,0.19880715705765406
69,D19_L-20C1R1,-,2,0.19880715705765406
70,D27_L-8C2R22,-,2,0.19880715705765406
71,D23_L-1C1R24,-,2,0.19880715705765406
72,D22_L-18C1R6,-,2,0.19880715705765406
73,D21_L-7C2R17,-,2,0.19880715705765406
74,D28_L-6C2R25,-,2,0.19880715705765406
75,D5_L-3R3,-,2,0.19880715705765406
76,D25_L-1C1R26,-,2,0.19880715705765406
77,D5_L-4R2,-,2,0.19880715705765406
78,D29_L-31C1R0,-,2,0.19880715705765406
79,D26_L-1C2R28,-,2,0.19880715705765406
80,D21_L-3C1R20,-,2,0.19880715705765406
81,D23_L-17C1R8,-,2,0.19880715705765406
82,D4_L-4R1,-,2,0.19880715705765406
83,D14_L-10C1R6,-,2,0.19880715705765406
84,D19_L-3C1R18,-,2,0.19880715705765406
85,D24_L-25R0,-,2,0.19880715705765406
86,D6_L-5R2,-,2,0.19880715705765406
87,D21_L-18C1R5,-,2,0.19880715705765406
88,D24_L-10C2R17,-,2,0.19880715705765406
89,D20_L-2C1R20,-,2,0.19880715705765406
90,D24_L-19C1R7,-,2,0.19880715705765406
91,D14_L-15R0,-,2,0.19880715705765406
92,D22_L-2C1R22,-,2,0.19880715705765406
93,D24_L-1R24,-,2,0.19880715705765406
94,D30_L-31R0,-,2,0.19880715705765406
95,D24_L-12C1R14,-,2,0.19880715705765406
