,Identifier,drop,count,ratio
0,D11_L-12C4R4,-,177,17.860746720484357
1,I1_L-3C2R0,-,89,8.980827447023207
2,D2_L-2C1R2,-,48,4.843592330978809
3,D8_L-8C3R4,-,45,4.540867810292633
4,D2_L-3R0,-,40,4.036326942482341
5,D28_L-29C4R4,-,35,3.5317860746720484
6,D1_L-3C1R0,-,21,2.119071644803229
7,D3_L-3C1R2,-,18,1.8163471241170535
8,D1_L-1R1,-,18,1.8163471241170535
9,D7_L-2C4R10,-,16,1.6145307769929365
10,D30_L-6C4R29,-,14,1.4127144298688195
11,D3_L-4R0,-,14,1.4127144298688195
12,D26_L-15C3R15,-,10,1.0090817356205852
13,D18_L-12C3R10,-,10,1.0090817356205852
14,D5_L-6R0,-,7,0.7063572149344097
15,D3_L-1R3,-,7,0.7063572149344097
16,D9_L-2C1R9,-,7,0.7063572149344097
17,D12_L-13C1R1,-,7,0.7063572149344097
18,D4_L-5R0,-,7,0.7063572149344097
19,D19_L-20C2R2,-,7,0.7063572149344097
20,D11_L-2C1R11,-,7,0.7063572149344097
21,D6_L-8C1R0,-,6,0.6054490413723511
22,D6_L-4C1R4,-,6,0.6054490413723511
23,D13_L-2C2R14,-,6,0.6054490413723511
24,D5_L-1R5,-,6,0.6054490413723511
25,D20_L-11C2R12,-,5,0.5045408678102926
26,D8_L-3C1R7,-,5,0.5045408678102926
27,D4_L-1R4,-,5,0.5045408678102926
28,I1_L-1C1R1,-,5,0.5045408678102926
29,D20_L-2C3R22,-,4,0.4036326942482341
30,I1_L-1R0,-,4,0.4036326942482341
31,D20_L-15C2R8,-,4,0.4036326942482341
32,D25_L-13C2R15,-,4,0.4036326942482341
33,D15_L-8C2R10,-,4,0.4036326942482341
34,D29_L-6C3R27,-,4,0.4036326942482341
35,D17_L-8C2R12,-,4,0.4036326942482341
36,D6_L-1R6,-,4,0.4036326942482341
37,D12_L-3C1R11,-,4,0.4036326942482341
38,D10_L-3C1R9,-,4,0.4036326942482341
39,D26_L-20C2R9,-,3,0.30272452068617556
40,D30_L-17C2R16,-,3,0.30272452068617556
41,D7_L-8R0,-,3,0.30272452068617556
42,D8_L-9R0,-,3,0.30272452068617556
43,D7_L-5C1R4,-,3,0.30272452068617556
44,D11_L-7C1R6,-,3,0.30272452068617556
45,D14_L-1C1R15,-,3,0.30272452068617556
46,D14_L-3C1R13,-,3,0.30272452068617556
47,D20_L-21C1R1,-,3,0.30272452068617556
48,D13_L-15C2R1,-,3,0.30272452068617556
49,D8_L-1R8,-,2,0.20181634712411706
50,D10_L-7C1R5,-,2,0.20181634712411706
51,D4_L-3R2,-,2,0.20181634712411706
52,D4_L-4R1,-,2,0.20181634712411706
53,D29_L-2C1R29,-,2,0.20181634712411706
54,I2_L-3C2R0,-,2,0.20181634712411706
55,D28_L-5C2R26,-,2,0.20181634712411706
56,D16_L-17C1R1,-,2,0.20181634712411706
57,D27_L-11C2R19,-,2,0.20181634712411706
58,D30_L-19C1R13,-,2,0.20181634712411706
59,D12_L-1R12,-,2,0.20181634712411706
60,D10_L-1R10,-,2,0.20181634712411706
61,D9_L-11C1R0,-,2,0.20181634712411706
62,D4_L-2R3,-,2,0.20181634712411706
63,D24_L-25C1R1,-,2,0.20181634712411706
64,D5_L-4R2,-,2,0.20181634712411706
65,D18_L-2C1R18,-,2,0.20181634712411706
66,D5_L-5R1,-,2,0.20181634712411706
67,D5_L-3R3,-,2,0.20181634712411706
68,I2_L-2C1R0,-,2,0.20181634712411706
69,D24_L-8C2R19,-,2,0.20181634712411706
70,D6_L-6R1,-,2,0.20181634712411706
