,Identifier,drop,count,ratio
0,I1_L-2C1R0,-,311,32.53138075313807
1,D2_L-4C6R5,-,145,15.167364016736402
2,D4_L-4C4R5,-,109,11.401673640167365
3,D12_L-10C4R7,-,54,5.648535564853557
4,D11_L-5C3R10,-,34,3.556485355648536
5,D16_L-14C4R7,-,21,2.1966527196652716
6,D6_L-4C2R5,-,17,1.778242677824268
7,D10_L-10C2R3,-,12,1.2552301255230125
8,D26_L-6C6R27,-,9,0.9414225941422595
9,D5_L-6C1R1,-,9,0.9414225941422595
10,D30_L-19C5R17,-,9,0.9414225941422595
11,I1_L-1R0,-,6,0.6276150627615062
12,D8_L-10C2R1,-,6,0.6276150627615062
13,D12_L-14C2R1,-,6,0.6276150627615062
14,D7_L-8C1R1,-,6,0.6276150627615062
15,D1_L-2R0,-,5,0.5230125523012552
16,I1_L-1C1R1,-,5,0.5230125523012552
17,D9_L-2C2R10,-,5,0.5230125523012552
18,D11_L-12C1R1,-,4,0.41841004184100417
19,D1_L-1R1,-,4,0.41841004184100417
20,D30_L-26C2R7,-,3,0.3138075313807531
21,D14_L-14C2R3,-,3,0.3138075313807531
22,D7_L-6C1R3,-,3,0.3138075313807531
23,D21_L-11C2R13,-,3,0.3138075313807531
24,D4_L-5R0,-,3,0.3138075313807531
25,D20_L-12C2R11,-,3,0.3138075313807531
26,D21_L-14C2R10,-,3,0.3138075313807531
27,D17_L-10C2R10,-,3,0.3138075313807531
28,D25_L-15C2R13,-,3,0.3138075313807531
29,D16_L-8C2R11,-,3,0.3138075313807531
30,D3_L-4R0,-,3,0.3138075313807531
31,D27_L-27C2R3,-,2,0.20920502092050208
32,D22_L-17C2R8,-,2,0.20920502092050208
33,D5_L-1C1R6,-,2,0.20920502092050208
34,D7_L-1R7,-,2,0.20920502092050208
35,D6_L-1R6,-,2,0.20920502092050208
36,D27_L-21C2R9,-,2,0.20920502092050208
37,D9_L-8C1R3,-,2,0.20920502092050208
38,D7_L-3C1R6,-,2,0.20920502092050208
39,D28_L-16C2R15,-,2,0.20920502092050208
40,D24_L-2C4R27,-,2,0.20920502092050208
41,D29_L-27C2R5,-,2,0.20920502092050208
42,D6_L-7R0,-,2,0.20920502092050208
43,D13_L-2C1R13,-,2,0.20920502092050208
44,D10_L-6C1R6,-,2,0.20920502092050208
45,D9_L-6C1R5,-,2,0.20920502092050208
46,D28_L-4C2R27,-,2,0.20920502092050208
47,D25_L-27C2R1,-,2,0.20920502092050208
48,D11_L-1R11,-,2,0.20920502092050208
49,D15_L-4C1R13,-,2,0.20920502092050208
50,D10_L-11R0,-,2,0.20920502092050208
51,I2_L-2C1R0,-,2,0.20920502092050208
52,D11_L-8C1R5,-,1,0.10460251046025104
53,D9_L-10R0,-,1,0.10460251046025104
54,D28_L-9C2R22,-,1,0.10460251046025104
55,D3_L-1R3,-,1,0.10460251046025104
56,D10_L-1R10,-,1,0.10460251046025104
57,D8_L-1R8,-,1,0.10460251046025104
58,D17_L-7C1R12,-,1,0.10460251046025104
59,D28_L-12C2R19,-,1,0.10460251046025104
60,I2_L-4C7R4,-,1,0.10460251046025104
61,I2_L-1C1R1,-,1,0.10460251046025104
62,D6_L-5R2,-,1,0.10460251046025104
63,D30_L-32C2R1,-,1,0.10460251046025104
64,D26_L-17C1R11,-,1,0.10460251046025104
65,D17_L-5C1R14,-,1,0.10460251046025104
66,D22_L-7C2R18,-,1,0.10460251046025104
67,D25_L-7C2R21,-,1,0.10460251046025104
68,D22_L-3C1R21,-,1,0.10460251046025104
69,I2_L-1R0,-,1,0.10460251046025104
70,D23_L-23C1R2,-,1,0.10460251046025104
71,D14_L-6C1R10,-,1,0.10460251046025104
72,D30_L-3C1R29,-,1,0.10460251046025104
73,D27_L-17C1R12,-,1,0.10460251046025104
74,D24_L-8C2R19,-,1,0.10460251046025104
75,D12_L-1R12,-,1,0.10460251046025104
76,D19_L-3C1R18,-,1,0.10460251046025104
77,D30_L-23C1R9,-,1,0.10460251046025104
78,D24_L-24C1R2,-,1,0.10460251046025104
79,D24_L-15C1R11,-,1,0.10460251046025104
80,D23_L-3C1R22,-,1,0.10460251046025104
81,D3_L-3R1,-,1,0.10460251046025104
82,D20_L-20C1R2,-,1,0.10460251046025104
83,D22_L-22C1R2,-,1,0.10460251046025104
84,D6_L-6R1,-,1,0.10460251046025104
85,D20_L-15C1R7,-,1,0.10460251046025104
86,D5_L-4R2,-,1,0.10460251046025104
87,D24_L-11C1R15,-,1,0.10460251046025104
88,D20_L-22C1R0,-,1,0.10460251046025104
89,D29_L-3C1R28,-,1,0.10460251046025104
90,D22_L-24C1R0,-,1,0.10460251046025104
91,D28_L-28C1R2,-,1,0.10460251046025104
92,D13_L-12C1R3,-,1,0.10460251046025104
93,D30_L-28C1R4,-,1,0.10460251046025104
94,D20_L-7C1R15,-,1,0.10460251046025104
95,D3_L-2R2,-,1,0.10460251046025104
96,D19_L-20R0,-,1,0.10460251046025104
97,D9_L-3R7,-,1,0.10460251046025104
98,D28_L-1C1R29,-,1,0.10460251046025104
99,D24_L-18C1R8,-,1,0.10460251046025104
100,D23_L-24R0,-,1,0.10460251046025104
101,D14_L-15R0,-,1,0.10460251046025104
102,D17_L-13C1R6,-,1,0.10460251046025104
103,D24_L-25R0,-,1,0.10460251046025104
104,D19_L-19C1R2,-,1,0.10460251046025104
105,D18_L-1R18,-,1,0.10460251046025104
106,D7_L-4R4,-,1,0.10460251046025104
107,D5_L-2R4,-,1,0.10460251046025104
108,D13_L-9C1R6,-,1,0.10460251046025104
109,D12_L-2R11,-,1,0.10460251046025104
110,D17_L-1C1R18,-,1,0.10460251046025104
111,D26_L-19C1R9,-,1,0.10460251046025104
112,D12_L-11R2,-,1,0.10460251046025104
113,D22_L-1R22,-,1,0.10460251046025104
114,D5_L-3R3,-,1,0.10460251046025104
115,D21_L-23C1R0,-,1,0.10460251046025104
116,D29_L-22C1R9,-,1,0.10460251046025104
117,D22_L-20C1R4,-,1,0.10460251046025104
118,D14_L-1R14,-,1,0.10460251046025104
119,D25_L-23C1R4,-,1,0.10460251046025104
120,D28_L-29R0,-,1,0.10460251046025104
121,D12_L-5R8,-,1,0.10460251046025104
122,D11_L-6R6,-,1,0.10460251046025104
123,D30_L-1R30,-,1,0.10460251046025104
124,D29_L-1R29,-,1,0.10460251046025104
125,D27_L-28R0,-,1,0.10460251046025104
126,D15_L-1R15,-,1,0.10460251046025104
127,D13_L-14R0,-,1,0.10460251046025104
128,D15_L-12C1R5,-,1,0.10460251046025104
129,D26_L-24C1R4,-,1,0.10460251046025104
130,D8_L-2R7,-,1,0.10460251046025104
131,D27_L-1C1R28,-,1,0.10460251046025104
132,D20_L-1C1R21,-,1,0.10460251046025104
133,D17_L-19C1R0,-,1,0.10460251046025104
134,D11_L-10R2,-,1,0.10460251046025104
135,D25_L-9C1R18,-,1,0.10460251046025104
136,D16_L-17R0,-,1,0.10460251046025104
137,D16_L-1R16,-,1,0.10460251046025104
138,D26_L-28C1R0,-,1,0.10460251046025104
139,D9_L-4R6,-,1,0.10460251046025104
140,D24_L-22C1R4,-,1,0.10460251046025104
141,D19_L-1R19,-,1,0.10460251046025104
