,Identifier,drop,count,ratio
0,D7_L-8C4R4,-,196,18.992248062015506
1,I1_L-2C1R0,-,103,9.980620155038759
2,D11_L-7C3R8,-,32,3.10077519379845
3,D10_L-8C3R6,-,27,2.616279069767442
4,D1_L-2R0,-,25,2.422480620155039
5,D2_L-3R0,-,24,2.3255813953488373
6,D1_L-1R1,-,22,2.131782945736434
7,D9_L-12C3R1,-,17,1.6472868217054266
8,I1_L-1C1R1,-,16,1.550387596899225
9,D2_L-1R2,-,14,1.3565891472868217
10,D25_L-22C3R7,-,14,1.3565891472868217
11,D4_L-5C1R1,-,12,1.1627906976744187
12,D16_L-7C3R13,-,10,0.9689922480620154
13,D8_L-9C1R1,-,9,0.872093023255814
14,D27_L-28C2R2,-,8,0.7751937984496124
15,D28_L-16C3R16,-,8,0.7751937984496124
16,I1_L-1R0,-,7,0.6782945736434108
17,D21_L-21C2R3,-,7,0.6782945736434108
18,D7_L-1C1R8,-,7,0.6782945736434108
19,D12_L-13C1R1,-,6,0.5813953488372093
20,D22_L-22C2R3,-,6,0.5813953488372093
21,D5_L-6R0,-,6,0.5813953488372093
22,D6_L-7R0,-,6,0.5813953488372093
23,D10_L-2C1R10,-,6,0.5813953488372093
24,D3_L-1C3R6,-,6,0.5813953488372093
25,D9_L-2C1R9,-,6,0.5813953488372093
26,D6_L-6C1R2,-,5,0.4844961240310077
27,D24_L-17C2R10,-,5,0.4844961240310077
28,D24_L-21C2R6,-,5,0.4844961240310077
29,D5_L-1R5,-,5,0.4844961240310077
30,D27_L-4C2R26,-,5,0.4844961240310077
31,D4_L-1R4,-,5,0.4844961240310077
32,D26_L-22C2R7,-,4,0.3875968992248062
33,D6_L-1R6,-,4,0.3875968992248062
34,D30_L-21C2R12,-,4,0.3875968992248062
35,D3_L-4R0,-,4,0.3875968992248062
36,D12_L-1C1R13,-,4,0.3875968992248062
37,D14_L-2C1R14,-,4,0.3875968992248062
38,D30_L-28C2R5,-,4,0.3875968992248062
39,D16_L-3C1R15,-,4,0.3875968992248062
40,D10_L-11R0,-,3,0.29069767441860467
41,D17_L-4C1R15,-,3,0.29069767441860467
42,D8_L-1R8,-,3,0.29069767441860467
43,D25_L-9C3R20,-,3,0.29069767441860467
44,D8_L-7C1R3,-,3,0.29069767441860467
45,D26_L-1C3R29,-,3,0.29069767441860467
46,D11_L-1R11,-,3,0.29069767441860467
47,D11_L-9C1R4,-,3,0.29069767441860467
48,D28_L-29C1R1,-,3,0.29069767441860467
49,D12_L-7C1R7,-,3,0.29069767441860467
50,I2_L-2C1R0,-,3,0.29069767441860467
51,D13_L-14C1R1,-,3,0.29069767441860467
52,D3_L-2R2,-,3,0.29069767441860467
53,D11_L-12R0,-,2,0.1937984496124031
54,D3_L-3R1,-,2,0.1937984496124031
55,I2_L-1C1R1,-,2,0.1937984496124031
56,I2_L-2C2R1,-,2,0.1937984496124031
57,D21_L-24C2R0,-,2,0.1937984496124031
58,D24_L-13C1R13,-,2,0.1937984496124031
59,D12_L-10C1R4,-,2,0.1937984496124031
60,D18_L-1C2R20,-,2,0.1937984496124031
61,D4_L-3R2,-,2,0.1937984496124031
62,I2_L-3C2R0,-,2,0.1937984496124031
63,D19_L-11C1R10,-,2,0.1937984496124031
64,I2_L-1C2R2,-,2,0.1937984496124031
65,D21_L-2C1R21,-,2,0.1937984496124031
66,D25_L-12C1R15,-,2,0.1937984496124031
67,D23_L-11C1R14,-,2,0.1937984496124031
68,D22_L-2C1R22,-,2,0.1937984496124031
69,I2_L-1R0,-,2,0.1937984496124031
70,D9_L-6C1R5,-,2,0.1937984496124031
71,D30_L-14C2R19,-,2,0.1937984496124031
72,D15_L-1C2R17,-,2,0.1937984496124031
73,D2_L-2R1,-,2,0.1937984496124031
74,D25_L-14C1R13,-,2,0.1937984496124031
75,D19_L-8C1R13,-,2,0.1937984496124031
76,D20_L-9C1R13,-,2,0.1937984496124031
77,D24_L-25C1R1,-,2,0.1937984496124031
78,D21_L-6C2R18,-,2,0.1937984496124031
79,D27_L-1R27,-,2,0.1937984496124031
80,D9_L-3R7,-,2,0.1937984496124031
81,D17_L-7C1R12,-,2,0.1937984496124031
82,D21_L-10C1R13,-,2,0.1937984496124031
83,D5_L-3R3,-,2,0.1937984496124031
84,D25_L-17C1R10,-,2,0.1937984496124031
85,D26_L-3C1R25,-,2,0.1937984496124031
86,D29_L-17C1R14,-,2,0.1937984496124031
